Description	Resource	Path	Location	Type
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10563	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10564	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10565	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10567	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10568	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10571	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10572	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10573	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10575	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10576	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10577	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10578	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10581	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10582	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10583	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10585	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10586	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10587	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10588	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10591	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10592	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10593	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10594	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10596	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10597	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10600	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10601	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10602	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10603	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10605	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10606	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10607	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10608	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10609	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10610	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10611	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10612	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10613	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10614	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10615	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10616	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10619	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10620	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10621	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10623	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10624	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10625	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10626	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10629	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10630	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10631	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10632	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10634	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10635	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10636	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10637	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10638	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10639	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10640	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10641	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10642	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10643	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10644	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10645	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10648	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10649	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10650	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10651	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10653	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10654	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10655	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10656	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10657	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10658	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10659	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10660	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10661	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10662	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10663	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10664	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10667	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10668	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10669	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10671	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10672	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10675	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10676	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10677	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10679	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10680	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10683	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10684	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10685	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10686	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10688	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10689	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10690	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10691	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10692	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10693	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10694	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10695	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10696	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10697	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10698	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10699	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10700	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10701	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10702	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10703	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10706	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10707	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10708	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10710	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10711	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10712	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10713	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10714	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10715	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10716	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10717	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10720	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10721	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10722	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10724	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10725	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10726	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10727	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10728	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10729	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10730	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10731	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10734	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10735	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10736	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10738	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10739	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10742	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10743	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10744	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10746	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10747	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10748	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10749	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10752	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10753	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10754	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10756	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10757	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10758	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10759	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10762	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10763	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10764	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10765	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10767	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10768	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10771	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10772	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10773	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10775	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10776	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10777	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 10778	C/C++ Problem
